ISBN,Title,Author,Publisher,Publication Year,Subjects
1101875100,M train,"Smith, Patti","Alfred A. Knopf,",2015,musicians United States
0375870350,Lunch Lady and the picture day peril. [8],"Krosoczka, Jarrett","Alfred A. Knopf,",2012,books strips etc
1451655096,"Delancey : a man, a woman, a restaurant, a marriage","Wizenberg, Molly","Simon & Schuster,",2014,United States Biography
0545581605,Dog Man,"Pilkey, Dav, 1966-","Graphix, an imprint of Scholastic,",2016,and fiction
0439813786,The invention of Hugo Cabret : a novel in words and pictures,"Selznick, Brian","Scholastic Press,",2007,Juvenile fiction France
0399158987,W is for wasted,"Grafton, Sue","G.P. Putnam's Sons,",2013,Fiction
0307700666,"Going clear : Scientology, Hollywood, and the prison of belief","Wright, Lawrence, 1947-","Alfred A. Knopf,",2013,Ron
1616203218,The storied life of A.J. Fikry : a novel,"Zevin, Gabrielle","Algonquin Books of Chapel Hill,",2014,Fiction
0307983080,"Squish. [No. 8], Pod vs. pod","Holm, Jennifer L.","Random House,",2016,Comic books strips
076366040X,Flora & Ulysses : the illuminated adventures,"DiCamillo, Kate","Candlewick Press,",2013,Juvenile fiction
1501112317,"In a dark, dark wood","Ware, Ruth.","Scout Press,",2015,Fiction
0375843876,"Babymouse. [9], Monster mash","Holm, Jennifer L.","Random House,",2008,Comic books strips
0061910244,Rocking in my school shoes,"Litwin, Eric","Harper,",2011,Juvenile fiction
0316261246,Underground airlines,"Winters, Ben H.","Mulholland Books, Little, Brown and Company,",2016,Fiction
0805078932,Can you say peace?,"Katz, Karen","Henry Holt,",2006,Peace Juvenile
1594631573,The vacationers,"Straub, Emma","Riverhead Books, a member of Penguin Group (USA),",2014,Fiction
0802125875,History of wolves : a novel,"Fridlund, Emily,","Atlantic Monthly Press,",2017,Fiction
0062457713,The subtle art of not giving a f*ck : a counterintuitive approach to living a good life,"Manson, Mark,","HarperOne, an imprint of HarperCollins Publishers,",2016,Conduct
1423160916,The sword of summer,"Riordan, Rick","Disney Hyperion,",2015,Juvenile fiction Mythology
0345475623,Garfield out to lunch,"Davis, Jim, 1945 July 28-","Ballantine Books,",2006,Comic books strips
1501110802,Man overboard,"Jance, Judith A.","Touchstone,",2017,Fiction
0345526066,Garfield hams it up,"Davis, Jim, 1945 July 28-","Ballantine Books,",2016,Comic books strips
1608866874,"Lumberjanes. [1], Beware the kitten holy","Stevenson, Noelle","BOOM! Box,",2015,Comic books strips
0545308771,Cara the camp fairy,"Meadows, Daisy","Scholastic,",2011,Juvenile fiction character
0375867791,"Babymouse. [15], A very Babymouse Christmas","Holm, Jennifer L.","Random House,",2011,Comic books strips
0451494083,"Designing your life : how to build a well-lived, joyful life","Burnett, William (Consulting professor of design)","Alfred A. Knopf,",2016,Vocational
0812992792,The orphan master's son : a novel,"Johnson, Adam, 1967-","Random House,",2012,Korea
0375830375,Blizzard of the blue moon,"Osborne, Mary Pope","Random House,",2006,Juvenile fiction Fiction
0544609719,The whole30 : the 30-day guide to total health and food freedom,"Hartwig, Melissa","Houghton Mifflin Harcourt,",2015,Popular works Health
1616202610,"This is your life, Harriet Chance! : a novel","Evison, Jonathan","Algonquin Books of Chapel Hill,",2015,Widows
0812995848,Braving the wilderness : the quest for true belonging and the courage to stand alone,"Brown, Brené","Random House,",2017,Belonging
1501116975,The Japanese lover : a novel,"Allende, Isabel","Atria Books,",2015,Fiction Love
1455539740,"Hamilton : the revolution : being the complete libretto of the Broadway musical, with a true account of its creation, and concise remarks on hip-hop, the power of stories, and the new America","Miranda, Lin-Manuel, 1980-","Grand Central Publishing : produced by Melcher Media,",2016,Musicals
1455566381,Tribe : on homecoming and belonging,"Junger, Sebastian","Twelve,",2016,Social
0439135257,Book! book! book!,"Bruss, Deborah","Arthur A. Levine Books,",2001,Juvenile fiction
0544824245,All grown up,"Attenberg, Jami","Houghton Mifflin Harcourt,",2017,Fiction
0374187614,Lila,"Robinson, Marilynne","Farrar, Straus and Giroux,",2014,Fiction
1455540005,The lost city of the Monkey God : a true story,"Preston, Douglas J.","Grand Central Publishing,",2017,and Mosquitia Nicaragua
0375843906,"Squish. [2], Brave new pond","Holm, Jennifer L.","Random House,",2011,Comic books strips
1608868036,"Lumberjanes. [3], A terrible plan","Stevenson, Noelle","BOOM! Box, a division of Boom Entertainment, Inc.,",2016,Comic books strips
0765379945,All the birds in the sky,"Anders, Charlie","TOR Books,",2016,Fiction
0061929573,Knuffle Bunny free : an unexpected diversion,"Willems, Mo","Balzer + Bray,",2010,Juvenile
0553508660,Too much ooze!,0,"Random House,",2015,Ninja Turtles Juvenile
1596438762,The return of Zita the spacegirl,"Hatke, Ben","First Second Books,",2014,books strips Comic
0670022691,Rules of civility,"Towles, Amor","Viking,",2011,Fiction New York
0385349742,Razor girl,"Hiaasen, Carl","Alfred A. Knopf,",2016,and Fiction
1250122732,The crow trap,"Cleeves, Ann",Minotaur Books,2017,Fiction England Pennine
0451494326,The girl who takes an eye for an eye,"Lagercrantz, David.","Alfred A. Knopf,",2017,Fiction Fictitious character
0763660531,Journey,"Becker, Aaron, 1974-","Candlewick Press,",2013,Juvenile fiction Fiction
0670022411,A discovery of witches : a novel,"Harkness, Deborah E., 1965-","Viking,",2011,Fiction
0375837310,Dark day in the deep sea,"Osborne, Mary Pope","Random House,",2008,Juvenile fiction
0307959856,Death comes to Pemberley,"James, P. D.","Alfred A. Knopf,",2011,Fiction Fictitious character
054566277X,Fly Guy's ninja Christmas,"Arnold, Tedd","Cartwheel Books, an imprint of Scholastic Inc.,",2016,Fiction Juvenile fiction
0743236718,"Far from the tree : parents, children and the search for identity","Solomon, Andrew, 1963-","Scribner,",2012,United States children
015205071X,Mr. Putter & Tabby ring the bell,"Rylant, Cynthia","Harcourt Children's Books,",2011,Juvenile fiction Fictitious
0374281092,Someone,"McDermott, Alice","Farrar, Straus and Giroux,",2013,Fiction
0316386537,Your heart is a muscle the size of a fist : a novel,"Yapa, Sunil","Lee Boudreaux Books/Little, Brown and Company,",2016,Fiction
0375867309,Lunch Lady and the field trip fiasco. [6],"Krosoczka, Jarrett","Alfred A. Knopf,",2011,Comic books strips
0439846803,"Amulet. Book 1, The stonekeeper","Kibuishi, Kazu, 1978-","Graphix,",2008,books strips etc
0590100483,Mouse mess,"Riley, Linnea Asplind","Blue Sky Press,",1997,Juvenile
0316013722,Thunder Boy Jr.,"Alexie, Sherman, 1966-","Little, Brown and Company,",2016,Juvenile fiction Names
0316187488,The dark,"Snicket, Lemony","Little, Brown & Co.,",2013,Fear
0345464672,Garfield loses his feet,"Davis, Jim, 1945 July 28-","Ballantine Books,",2004,Comic books strips
1607747979,Genius recipes : 100 recipes that will change the way you cook,"Miglore, Kristen.","Ten Speed Press,",2015,Cooking
1608867056,Garfield. Volume 6,"Evanier, Mark","KaBOOM!,",2015,Comic books strips
0375830332,Carnival at candlelight,"Osborne, Mary Pope","Random House,",2005,Juvenile fiction Fiction
0545270561,"Destiny, the rock star fairy","Meadows, Daisy","Scholastic,",2011,Juvenile Fictitious character
031606792X,Breaking dawn,"Meyer, Stephenie, 1973-","Little, Brown, and Co.,",2008,Juvenile fiction
0345525957,Garfield dishes it out,"Davis, Jim, 1945 July 28-","Ballantine Books,",2014,Comic books strips
1627794468,4 3 2 1,"Auster, Paul, 1947-","Henry Holt and Company,",2017,Fiction Jewish
1594205868,Leaving before the rains come,"Fuller, Alexandra, 1969-","Penguin Press,",2015,Fuller Alexandra 1969
159420229X,Moonwalking with Einstein : the art and science of remembering everything,"Foer, Joshua","Penguin Press,",2011,Mnemonics
043984682X,"Amulet. Book two, The stonekeeper's curse","Kibuishi, Kazu, 1978-","Graphix,",2009,books strips etc
030795868X,Truth like the sun,"Lynch, Jim, 1961-","Alfred A. Knopf,",2012,Seattle Wash Fiction
1573222453,The kite runner,"Hosseini, Khaled","Riverhead Books,",2003,Fiction Afghanistan
0061170828,Mac and Cheese and the perfect plan,"Weeks, Sarah","Harper,",2012,Juvenile Fiction
1400043395,Never let me go,"Ishiguro, Kazuo, 1954-","Alfred A. Knopf,",2005,Fiction
1101972122,Stories of your life and others,"Chiang, Ted","Vintage Books,",2016,Science
0316032271,Little white duck,"Whippo, Walt","Little, Brown,",2000,Songs
0805093990,The Whites : a novel,"Brandt, Harry, 1949-","Henry Holt and Company,",2015,Fiction Police
0345525590,Garfield keeps his chins up,"Davis, Jim, 1945 July 28-","Ballantine Books,",2011,Comic books strips
0375870288,Lunch Lady and the mutant mathletes. [7],"Krosoczka, Jarrett","Alfred A. Knopf,",2012,books strips etc
1616206888,The leavers : a novel,"Ko, Lisa,","Algonquin Books of Chapel Hill,",2017,Fiction aliens
1410459543,The boys in the boat [text (large print)] : nine Americans and their epic quest for gold at the 1936 Berlin Olympics,"Brown, Daniel, 1951-","Thorndike Press,",2013,United States Rowing
1451697384,This changes everything : capitalism vs. the climate,"Klein, Naomi, 1970-","Simon & Schuster,",2014,Economic aspects Environmental
0060090928,All in just one cookie,"Goodman, Susan E., 1952-","Greenwillow Books,",2006,Juvenile
144943634X,Big Nate. The crowd goes wild!,"Peirce, Lincoln","Andrews McMeel Publishing,",2014,Comic books strips
0553524720,Wild predators,"Kratt, Martin","Random House,",2015,Predatory animals
0307265730,Unaccustomed earth,"Lahiri, Jhumpa","Knopf,",2008,Bengali Fiction
0375856501,Leprechaun in late winter,"Osborne, Mary Pope","Random House,",2010,Juvenile fiction Fiction
1250123119,Echoes in death,"Robb, J. D., 1950-","St. Martin's Press,",2017,Fiction New York
1451661509,The silver star : a novel,"Walls, Jeannette","Scribner,",2013,Fiction
0545221765,Flora the dress-up fairy,"Meadows, Daisy","Scholastic,",2010,Juvenile fiction character
0385352107,Colorless Tsukuru Tazaki and his years of pilgrimage,"Murakami, Haruki, 1949-","Alfred A. Knopf,",2014,Fiction
1439102767,The storyteller : a novel,"Picoult, Jodi, 1966-","Emily Bestler Books/Atria,",2013,Fiction
1250030951,Fangirl,"Rowell, Rainbow","St. Martin's Griffin,",2013,Juvenile fiction College
0062187910,The royal tea party,"Kann, Victoria","Harper, an imprint of HarperCollinsPublishers,",2014,Fiction
0061552054,Old Bear,"Henkes, Kevin","Greenwillow Books,",2008,Juvenile fiction
0316160202,Eclipse,"Meyer, Stephenie, 1973-","Little, Brown and Company,",2007,Juvenile fiction Fiction
0807530271,Grandma Lena's big ol' turnip,"Hester, Denia","Albert Whitman & Co.,",2005,Juvenile fiction
067001821X,People of the book : a novel,"Brooks, Geraldine","Viking,",2008,and
1476754454,Mr. Mercedes : a novel,"King, Stephen, 1947-","Scribner,",2014,Fiction
1451666179,"Hyperbole and a half : unfortunate situations, flawed coping mechanisms, mayhem, and other things that happened","Brosh, Allie","Simon & Schuster,",2013,Brosh
0345464591,Garfield eats his heart out,"Davis, Jim, 1945 July 28-","Ballantine Books,",2004,Comic books strips
1524760919,"The four tendencies : the indispensable personality profiles that reveal how to make your life better (and other people's lives better, too)","Rubin, Gretchen","Harmony,",2017,Self
0316433179,Never never,"Patterson, James, 1947-","Little, Brown and Company,",2017,Fiction Sydney N
1476753830,"Salt, fat, acid, heat : mastering the elements of good cooking","Nosrat, Samin","Simon & Schuster,",2017,Cooking
0375857133,"Babymouse. [12], Burns rubber!","Holm, Jennifer L.","Random House,",2010,Comic books strips
1439187037,A sudden light,"Stein, Garth","Simon & Schuster,",2014,Fiction
0545852013,Alicia the Snow Queen fairy,"Meadows, Daisy","Scholastic Inc.,",2017,Juvenile fiction Fictitious
0307700313,Some luck,"Smiley, Jane","Alfred A. Knopf,",2014,Fiction United States
0385351836,One more thing : stories and other stories,"Novak, B. J., 1979-","Alfred A. Knopf,",2014,Short
159420411X,The signal and the noise : why so many predictions fail-- but some don't,"Silver, Nate, 1978-","Penguin Press,",2012,Forecasting
0316273880,The black book,"Patterson, James, 1947-","Little, Brown and Company,",2017,Fiction
1400068932,Major Pettigrew's last stand : a novel,"Simonson, Helen","Random House,",2010,Fiction England
0385352859,The narrow road to the deep north,"Flanagan, Richard, 1961-","Alfred A. Knopf,",2014,Prisoners
1596435976,Bad kitty meets the baby,"Bruel, Nick","Roaring Brook Press,",2011,Juvenile fiction
0553510819,Shadow of the shark,"Osborne, Mary Pope","Random House,",2015,Fiction Adventure and
0316199982,The adventures of Beekle : the unimaginary friend,"Santat, Dan","Little, Brown and Company,",2014,Imaginary
0765337320,Ender's game,"Card, Orson Scott","Tor,",2013,Fiction Wiggin Fictitious
1451627939,Gemini : a novel,"Cassella, Carol Wiley","Simon & Schuster,",2014,Fiction
0307594882,My beloved world,"Sotomayor, Sonia, 1954-","Alfred A. Knopf,",2013,Biography Hispanic American
0670013951,Llama Llama and the bully goat,"Dewdney, Anna","Viking, an imprint of Penguin Group (USA) Inc.,",2013,Juvenile fiction Schools
0375827366,Winter of the ice wizard,"Osborne, Mary Pope","Random House,",2004,Fiction
1400063736,Let the great world spin : a novel,"McCann, Colum, 1965-","Random House,",2009,Fiction New York
1416551050,A homemade life : stories and recipes from my kitchen table,"Wizenberg, Molly","Simon & Schuster,",2009,Wizenberg
0345525582,Garfield by the pound,"Davis, Jim, 1945 July 28-","Ballantine Books,",2011,Comic books strips
0375864350,The Bippolo Seed : and other lost stories,"Seuss, Dr.","Random House,",2011,stories Juvenile fiction
1594631395,"Boy, snow, bird","Oyeyemi, Helen","Riverhead Books, a member of Penguin Group (USA),",2014,Fairy
1594205612,The idiot,"Batuman, Elif, 1977-","Penguin Press,",2017,Fiction
0062294180,I scream for ice cream,"Driscoll, Laura","Harper, An Imprint of HarperCollinsPublishers,",2015,Juvenile fiction
0061743526,To kill a mockingbird,"Lee, Harper","Harper,",2010,Fiction Southern States
1410478122,Being mortal : medicine and what matters in the end,"Gawande, Atul","Thorndike Press, a part of Gale, Cengage Learning,",2015,Terminal
0670021873,Faithful Place,"French, Tana","Viking,",2010,Fiction Ireland Dublin
1452101248,Plenty : vibrant vegetable recipes from London's Ottolenghi,"Ottolenghi, Yotam","Chronicle Books,",2011,Vegetarian
1501110721,Clawback,"Jance, Judith A.","Touchstone,",2016,Fiction
1481438352,Daniel feels left out,"Testa, Maggie","Simon Spotlight,",2015,Juvenile fiction Friendship
0385350902,The stars are fire,"Shreve, Anita","Alfred A. Knopf,",2017,Fiction
0152060758,Mr. Putter & Tabby see the stars,"Rylant, Cynthia","Harcourt,",2007,Juvenile fiction Fictitious
0307980456,"Hurry up, Houdini!","Osborne, Mary Pope","Random House Childrens Books,",2013,Juvenile fiction Fiction
0545227755,"Thea Stilton, big trouble in the Big Apple","Stilton, Thea","Scholastic,",2011,Juvenile fiction
1501135392,Zero K : a novel,"DeLillo, Don","Scribner,",2016,Fiction
1451627289,11/22/63 : a novel,"King, Stephen, 1947-","Scribner,",2011,John Fiction
0060001534,Diary of a spider,"Cronin, Doreen","Joanna Cotler Books,",2005,Juvenile fiction
1455553549,Testimony,"Turow, Scott","Grand Central Publishing,",2017,Fiction and Bosnia
1594486344,The good lord bird,"McBride, James, 1957-","Riverhead Books,",2013,Fiction John 1859
0547564651,"How children succeed : grit, curiosity, and the hidden power of character","Tough, Paul","Houghton Mifflin Harcourt,",2012,United
0062203185,I'm brave!,"McMullan, Kate","Balzer & Bray, an imprint of HarperCollins Publishers,",2014,Juvenile Fire fiction
1594206856,The portable Veblen,"McKenzie, Elizabeth, 1958-","Penguin Press,",2016,Fiction
1250079624,Bad Kitty for president,"Bruel, Nick","Roaring Brook Press,",2012,Juvenile fiction
0545829348,How do dinosaurs stay friends?,"Yolen, Jane","The Blue Sky Press, an imprint of Scholastic Inc.,",2016,Fiction
0345806875,Dept. of speculation,"Offill, Jenny, 1968-","Knopf,",2014,Fiction
0345542924,Top secret twenty-one,"Evanovich, Janet","Bantam Books,",2014,Fiction
0374202397,A manual for cleaning women : selected stories,"Berlin, Lucia.","Farrar, Straus and Giroux,",2015,Short
0763662291,Sam & Dave dig a hole,"Barnett, Mac","Candlewick Press,",2014,Juvenile fiction
0062265423,"10% happier : how I tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works--a true story","Harris, Dan, 1971-","It Books,",2014,Mind
1594203970,NW,"Smith, Zadie","Penguin Press,",2012,Fiction England London
006026683X,If you give a dog a donut,"Numeroff, Laura Joffe","Balzer + Bray,",2011,Dogs
1620402505,Dreamland : the true tale of America's opiate epidemic,"Quinones, Sam, 1958-","Bloomsbury Press,",2015,United States Drug
1481441728,Daniel visits the library,"Testa, Maggie","Simon Spotlight,",2015,Libraries Juvenile fiction
